InvoiceId	InvoiceDate	Street	City	State	Country	PostalCode	Total	CustomerId	CustomerLastName	TrackId	TrackName	UnitPrice	Quantity
8	2009-02-01 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	1.98	40	Lefebvre	236	A Banda	0.99	1
9	2009-02-02 00:00:00	9, Place Louis Barthou	Bordeaux	NULL	France	33000	3.96	42	Girard	238	Com Açúcar E Com Afeto	0.99	1
9	2009-02-02 00:00:00	9, Place Louis Barthou	Bordeaux	NULL	France	33000	3.96	42	Girard	240	Meu Caro Amigo	0.99	1
9	2009-02-02 00:00:00	9, Place Louis Barthou	Bordeaux	NULL	France	33000	3.96	42	Girard	242	Trocando Em Miúdos	0.99	1
9	2009-02-02 00:00:00	9, Place Louis Barthou	Bordeaux	NULL	France	33000	3.96	42	Girard	244	Gota D'água	0.99	1
10	2009-02-03 00:00:00	3 Chatham Street	Dublin	Dublin	Ireland	NULL	5.94	46	O'Reilly	248	Etnia	0.99	1
10	2009-02-03 00:00:00	3 Chatham Street	Dublin	Dublin	Ireland	NULL	5.94	46	O'Reilly	252	Samba Do Lado	0.99	1
10	2009-02-03 00:00:00	3 Chatham Street	Dublin	Dublin	Ireland	NULL	5.94	46	O'Reilly	256	Sobremesa	0.99	1
10	2009-02-03 00:00:00	3 Chatham Street	Dublin	Dublin	Ireland	NULL	5.94	46	O'Reilly	260	Sangue De Bairro	0.99	1
10	2009-02-03 00:00:00	3 Chatham Street	Dublin	Dublin	Ireland	NULL	5.94	46	O'Reilly	264	Amor De Muito	0.99	1
10	2009-02-03 00:00:00	3 Chatham Street	Dublin	Dublin	Ireland	NULL	5.94	46	O'Reilly	268	Maracatu Atômico [Trip Hop]	0.99	1
11	2009-02-06 00:00:00	202 Hoxton Street	London	NULL	United Kingdom	N1 5LH	8.91	52	Jones	274	Samba Makossa	0.99	1
11	2009-02-06 00:00:00	202 Hoxton Street	London	NULL	United Kingdom	N1 5LH	8.91	52	Jones	280	Lixo Do Mangue	0.99	1
11	2009-02-06 00:00:00	202 Hoxton Street	London	NULL	United Kingdom	N1 5LH	8.91	52	Jones	286	Firmamento	0.99	1
11	2009-02-06 00:00:00	202 Hoxton Street	London	NULL	United Kingdom	N1 5LH	8.91	52	Jones	292	Já Foi	0.99	1
11	2009-02-06 00:00:00	202 Hoxton Street	London	NULL	United Kingdom	N1 5LH	8.91	52	Jones	298	A Cor Do Sol	0.99	1
11	2009-02-06 00:00:00	202 Hoxton Street	London	NULL	United Kingdom	N1 5LH	8.91	52	Jones	304	Firmamento	0.99	1
11	2009-02-06 00:00:00	202 Hoxton Street	London	NULL	United Kingdom	N1 5LH	8.91	52	Jones	310	Sábado A Noite	0.99	1
11	2009-02-06 00:00:00	202 Hoxton Street	London	NULL	United Kingdom	N1 5LH	8.91	52	Jones	316	Linha Do Equador	0.99	1
11	2009-02-06 00:00:00	202 Hoxton Street	London	NULL	United Kingdom	N1 5LH	8.91	52	Jones	322	Livre Pra Viver	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	331	Lavadeira	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	340	Dazed and Confused	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	349	You Shook Me(2)	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	358	Man With The Woman Head	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	367	Leandro De Itaquera 2001	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	376	Vôo Sobre o Horizonte	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	385	All Star	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	394	Tanto Tempo	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	403	Bumbo Da Mangueira	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	412	Die Die My Darling	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	421	Radio GA GA	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	430	I'm Going Slightly Mad	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	439	Sure Know Something	0.99	1
12	2009-02-11 00:00:00	Theodor-Heuss-Straße 34	Stuttgart	NULL	Germany	70174	13.86	2	Köhler	448	God Of Thunder	0.99	1
13	2009-02-19 00:00:00	1600 Amphitheatre Parkway	Mountain View	CA	USA	94043-1351	0.99	16	Harris	462	Valentino's	0.99	1
14	2009-03-04 00:00:00	1 Microsoft Way	Redmond	WA	USA	98052-8300	1.98	17	Smith	463	Believe	0.99	1
14	2009-03-04 00:00:00	1 Microsoft Way	Redmond	WA	USA	98052-8300	1.98	17	Smith	464	As We Sleep	0.99	1
15	2009-03-04 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	1.98	19	Goyer	466	J Squared	0.99	1
15	2009-03-04 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	1.98	19	Goyer	468	Maria	0.99	1
16	2009-03-05 00:00:00	801 W 4th Street	Reno	NV	USA	89503	3.96	21	Chase	470	Longview	0.99	1
16	2009-03-05 00:00:00	801 W 4th Street	Reno	NV	USA	89503	3.96	21	Chase	472	Basket Case	0.99	1
16	2009-03-05 00:00:00	801 W 4th Street	Reno	NV	USA	89503	3.96	21	Chase	474	She	0.99	1
16	2009-03-05 00:00:00	801 W 4th Street	Reno	NV	USA	89503	3.96	21	Chase	476	Geek Stink Breath	0.99	1
17	2009-03-06 00:00:00	319 N. Frances Street	Madison	WI	USA	53703	5.94	25	Stevens	480	Stuck With Me	0.99	1
17	2009-03-06 00:00:00	319 N. Frances Street	Madison	WI	USA	53703	5.94	25	Stevens	484	Nice Guys Finish Last	0.99	1
17	2009-03-06 00:00:00	319 N. Frances Street	Madison	WI	USA	53703	5.94	25	Stevens	488	Macy's Day Parade	0.99	1
17	2009-03-06 00:00:00	319 N. Frances Street	Madison	WI	USA	53703	5.94	25	Stevens	492	Don't You Cry	0.99	1
17	2009-03-06 00:00:00	319 N. Frances Street	Madison	WI	USA	53703	5.94	25	Stevens	496	Living On Love	0.99	1
17	2009-03-06 00:00:00	319 N. Frances Street	Madison	WI	USA	53703	5.94	25	Stevens	500	Wherever You May Go	0.99	1
18	2009-03-09 00:00:00	194A Chain Lake Drive	Halifax	NS	Canada	B3S 1C5	8.91	31	Silk	506	Diga Lá, Coração	0.99	1
18	2009-03-09 00:00:00	194A Chain Lake Drive	Halifax	NS	Canada	B3S 1C5	8.91	31	Silk	512	Comportamento Geral	0.99	1
18	2009-03-09 00:00:00	194A Chain Lake Drive	Halifax	NS	Canada	B3S 1C5	8.91	31	Silk	518	Podres Poderes	0.99	1
18	2009-03-09 00:00:00	194A Chain Lake Drive	Halifax	NS	Canada	B3S 1C5	8.91	31	Silk	524	Queixa	0.99	1
18	2009-03-09 00:00:00	194A Chain Lake Drive	Halifax	NS	Canada	B3S 1C5	8.91	31	Silk	530	Ando Meio Desligado	0.99	1
18	2009-03-09 00:00:00	194A Chain Lake Drive	Halifax	NS	Canada	B3S 1C5	8.91	31	Silk	536	Vida De Cachorro	0.99	1
18	2009-03-09 00:00:00	194A Chain Lake Drive	Halifax	NS	Canada	B3S 1C5	8.91	31	Silk	542	Meu Refrigerador Não Funciona	0.99	1
18	2009-03-09 00:00:00	194A Chain Lake Drive	Halifax	NS	Canada	B3S 1C5	8.91	31	Silk	548	Smoke On The Water	0.99	1
18	2009-03-09 00:00:00	194A Chain Lake Drive	Halifax	NS	Canada	B3S 1C5	8.91	31	Silk	554	Trampled Under Foot	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	563	União Da Ilha	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	572	Put Your Lights On	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	581	Primavera	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	590	Seis Da Tarde	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	599	Compulsion	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	608	The Pan Piper	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	617	Jean Pierre (Live)	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	626	Drum Boogie	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	635	Lemon Drop	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	644	Showcase	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	653	Como É Duro Trabalhar	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	662	Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	671	As Rosas Não Falam (Beth Carvalho)	0.99	1
19	2009-03-14 00:00:00	8, Rue Hanovre	Paris	NULL	France	75002	13.86	40	Lefebvre	680	Green River	0.99	1
20	2009-03-22 00:00:00	110 Raeburn Pl	Edinburgh 	NULL	United Kingdom	EH4 1HH	0.99	54	Murray	694	Someday Never Comes	0.99	1
21	2009-04-04 00:00:00	421 Bourke Street	Sidney	NSW	Australia	2010	1.98	55	Taylor	695	Walking On The Water	0.99	1
21	2009-04-04 00:00:00	421 Bourke Street	Sidney	NSW	Australia	2010	1.98	55	Taylor	696	Suzie-Q, Pt. 2	0.99	1
22	2009-04-04 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	1.98	57	Rojas	698	Good Golly Miss Molly	0.99	1
22	2009-04-04 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	1.98	57	Rojas	700	Wrote A Song For Everyone	0.99	1
23	2009-04-05 00:00:00	3,Raj Bhavan Road	Bangalore	NULL	India	560001	3.96	59	Srivastava	702	Cotton Fields	0.99	1
23	2009-04-05 00:00:00	3,Raj Bhavan Road	Bangalore	NULL	India	560001	3.96	59	Srivastava	704	Don't Look Now	0.99	1
23	2009-04-05 00:00:00	3,Raj Bhavan Road	Bangalore	NULL	India	560001	3.96	59	Srivastava	706	Before You Accuse Me	0.99	1
23	2009-04-05 00:00:00	3,Raj Bhavan Road	Bangalore	NULL	India	560001	3.96	59	Srivastava	708	Pagan Baby	0.99	1
24	2009-04-06 00:00:00	Ullevålsveien 14	Oslo	NULL	Norway	0171	5.94	4	Hansen	712	Born To Move	0.99	1
24	2009-04-06 00:00:00	Ullevålsveien 14	Oslo	NULL	Norway	0171	5.94	4	Hansen	716	Brasil	0.99	1
24	2009-04-06 00:00:00	Ullevålsveien 14	Oslo	NULL	Norway	0171	5.94	4	Hansen	720	Coroné Antonio Bento	0.99	1
24	2009-04-06 00:00:00	Ullevålsveien 14	Oslo	NULL	Norway	0171	5.94	4	Hansen	724	Música Urbana 2	0.99	1
24	2009-04-06 00:00:00	Ullevålsveien 14	Oslo	NULL	Norway	0171	5.94	4	Hansen	728	Woman Is The Nigger Of The World (Ao Vivo)	0.99	1
24	2009-04-06 00:00:00	Ullevålsveien 14	Oslo	NULL	Norway	0171	5.94	4	Hansen	732	Smells Like Teen Spirit (Ao Vivo)	0.99	1
25	2009-04-09 00:00:00	Rua Dr. Falcão Filho, 155	São Paulo	SP	Brazil	01007-010	8.91	10	Martins	738	Admirável Gado Novo	0.99	1
25	2009-04-09 00:00:00	Rua Dr. Falcão Filho, 155	São Paulo	SP	Brazil	01007-010	8.91	10	Martins	744	Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)	0.99	1
25	2009-04-09 00:00:00	Rua Dr. Falcão Filho, 155	São Paulo	SP	Brazil	01007-010	8.91	10	Martins	750	Drifter	0.99	1
25	2009-04-09 00:00:00	Rua Dr. Falcão Filho, 155	São Paulo	SP	Brazil	01007-010	8.91	10	Martins	756	Child In Time	0.99	1
25	2009-04-09 00:00:00	Rua Dr. Falcão Filho, 155	São Paulo	SP	Brazil	01007-010	8.91	10	Martins	762	No No No	0.99	1
25	2009-04-09 00:00:00	Rua Dr. Falcão Filho, 155	São Paulo	SP	Brazil	01007-010	8.91	10	Martins	768	Knocking At Your Back Door	0.99	1
25	2009-04-09 00:00:00	Rua Dr. Falcão Filho, 155	São Paulo	SP	Brazil	01007-010	8.91	10	Martins	774	The Unwritten Law	0.99	1
25	2009-04-09 00:00:00	Rua Dr. Falcão Filho, 155	São Paulo	SP	Brazil	01007-010	8.91	10	Martins	780	Maybe I'm A Leo	0.99	1
25	2009-04-09 00:00:00	Rua Dr. Falcão Filho, 155	São Paulo	SP	Brazil	01007-010	8.91	10	Martins	786	Vavoom : Ted The Mechanic	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	795	Hey Cisco	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	804	Fortuneteller	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	813	High Ball Shooter	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	822	A Twist In The Tail	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	831	Animal	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	840	Hysteria	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	849	Baltimore, DC	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	858	Esquinas	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	867	Açai	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	876	Um Amor Puro	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	885	Fascinação	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	894	Sunshine Of Your Love	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	903	Lay Down Sally	0.99	1
26	2009-04-14 00:00:00	1 Infinite Loop	Cupertino	CA	USA	95014	13.86	19	Goyer	912	Tears In Heaven	0.99	1
27	2009-04-22 00:00:00	5112 48 Street	Yellowknife	NT	Canada	X1A 1N6	0.99	33	Sullivan	926	Naked In Front Of The Computer	0.99	1
28	2009-05-05 00:00:00	Rua da Assunção 53	Lisbon	NULL	Portugal	NULL	1.98	34	Fernandes	927	Helpless	0.99	1
28	2009-05-05 00:00:00	Rua da Assunção 53	Lisbon	NULL	Portugal	NULL	1.98	34	Fernandes	928	Mouth To Mouth	0.99	1
29	2009-05-05 00:00:00	Tauentzienstraße 8	Berlin	NULL	Germany	10789	1.98	36	Schneider	930	She Loves Me Not	0.99	1
29	2009-05-05 00:00:00	Tauentzienstraße 8	Berlin	NULL	Germany	10789	1.98	36	Schneider	932	Paths Of Glory	0.99	1
30	2009-05-06 00:00:00	Barbarossastraße 19	Berlin	NULL	Germany	10779	3.96	38	Schröder	934	Pristina	0.99	1
30	2009-05-06 00:00:00	Barbarossastraße 19	Berlin	NULL	Germany	10779	3.96	38	Schröder	936	Caffeine	0.99	1
30	2009-05-06 00:00:00	Barbarossastraße 19	Berlin	NULL	Germany	10779	3.96	38	Schröder	938	RV	0.99	1
30	2009-05-06 00:00:00	Barbarossastraße 19	Berlin	NULL	Germany	10779	3.96	38	Schröder	940	Everything's Ruined	0.99	1
31	2009-05-07 00:00:00	9, Place Louis Barthou	Bordeaux	NULL	France	33000	5.94	42	Girard	944	A Small Victory	0.99	1
31	2009-05-07 00:00:00	9, Place Louis Barthou	Bordeaux	NULL	France	33000	5.94	42	Girard	948	Easy	0.99	1
31	2009-05-07 00:00:00	9, Place Louis Barthou	Bordeaux	NULL	France	33000	5.94	42	Girard	952	The Gentle Art Of Making Enemies	0.99	1
31	2009-05-07 00:00:00	9, Place Louis Barthou	Bordeaux	NULL	France	33000	5.94	42	Girard	956	Ugly In The Morning	0.99	1
31	2009-05-07 00:00:00	9, Place Louis Barthou	Bordeaux	NULL	France	33000	5.94	42	Girard	960	What A Day	0.99	1
31	2009-05-07 00:00:00	9, Place Louis Barthou	Bordeaux	NULL	France	33000	5.94	42	Girard	964	From Out Of Nowhere	0.99	1
32	2009-05-10 00:00:00	Lijnbaansgracht 120bg	Amsterdam	VV	Netherlands	1016	8.91	48	Van der Berg	970	Underwater Love	0.99	1
32	2009-05-10 00:00:00	Lijnbaansgracht 120bg	Amsterdam	VV	Netherlands	1016	8.91	48	Van der Berg	976	Falamansa Song	0.99	1
32	2009-05-10 00:00:00	Lijnbaansgracht 120bg	Amsterdam	VV	Netherlands	1016	8.91	48	Van der Berg	982	Avisa	0.99	1
32	2009-05-10 00:00:00	Lijnbaansgracht 120bg	Amsterdam	VV	Netherlands	1016	8.91	48	Van der Berg	988	Desaforo	0.99	1
32	2009-05-10 00:00:00	Lijnbaansgracht 120bg	Amsterdam	VV	Netherlands	1016	8.91	48	Van der Berg	994	The Last Song	0.99	1
32	2009-05-10 00:00:00	Lijnbaansgracht 120bg	Amsterdam	VV	Netherlands	1016	8.91	48	Van der Berg	1000	What If I Do?	0.99	1
32	2009-05-10 00:00:00	Lijnbaansgracht 120bg	Amsterdam	VV	Netherlands	1016	8.91	48	Van der Berg	1006	Virginia Moon	0.99	1
32	2009-05-10 00:00:00	Lijnbaansgracht 120bg	Amsterdam	VV	Netherlands	1016	8.91	48	Van der Berg	1012	Times Like These	0.99	1
32	2009-05-10 00:00:00	Lijnbaansgracht 120bg	Amsterdam	VV	Netherlands	1016	8.91	48	Van der Berg	1018	Burn Away	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1027	See You	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1036	I Get A Kick Out Of You	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1045	Fly Me To The Moon	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1054	Mack The Knife	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1063	Funk Hum	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1072	Forty Days Instrumental	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1081	Pau-De-Arara	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1090	Stir It Up (Live)	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1099	A Novidade (Live)	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1108	Realce	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1117	Aquele Abraço	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1126	Re-Align	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1135	Holiday	0.99	1
33	2009-05-15 00:00:00	Calle Lira, 198	Santiago	NULL	Chile	NULL	13.86	57	Rojas	1144	Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again	0.99	1
34	2009-05-23 00:00:00	Praça Pio X, 119	Rio de Janeiro	RJ	Brazil	20040-020	0.99	12	Almeida	1158	Right Next Door to Hell	0.99	1
35	2009-06-05 00:00:00	Qe 7 Bloco G	Brasília	DF	Brazil	71020-677	1.98	13	Ramos	1159	Dust N' Bones	0.99	1
35	2009-06-05 00:00:00	Qe 7 Bloco G	Brasília	DF	Brazil	71020-677	1.98	13	Ramos	1160	Live and Let Die	0.99	1
36	2009-06-05 00:00:00	700 W Pender Street	Vancouver	BC	Canada	V6C 1G8	1.98	15	Peterson	1162	Perfect Crime	0.99	1
36	2009-06-05 00:00:00	700 W Pender Street	Vancouver	BC	Canada	V6C 1G8	1.98	15	Peterson	1164	Bad Obsession	0.99	1
37	2009-06-06 00:00:00	1 Microsoft Way	Redmond	WA	USA	98052-8300	3.96	17	Smith	1166	Double Talkin' Jive	0.99	1
