customerId,firstName,lastName,company,address,contact,email,supportRepId,supportRepLastName,invoiceId
6,Helena,Holý,,"{postalCode: '14300',street: 'Rilská 3174/6',city: 'Prague',country: 'Czech Republic'}",{'phone': '+420 2 4177 0449'},hholy@gmail.com,5,Johnson,220
6,Helena,Holý,,"{postalCode: '14300',street: 'Rilská 3174/6',city: 'Prague',country: 'Czech Republic'}",{'phone': '+420 2 4177 0449'},hholy@gmail.com,5,Johnson,272
6,Helena,Holý,,"{postalCode: '14300',street: 'Rilská 3174/6',city: 'Prague',country: 'Czech Republic'}",{'phone': '+420 2 4177 0449'},hholy@gmail.com,5,Johnson,393
6,Helena,Holý,,"{postalCode: '14300',street: 'Rilská 3174/6',city: 'Prague',country: 'Czech Republic'}",{'phone': '+420 2 4177 0449'},hholy@gmail.com,5,Johnson,404
7,Astrid,Gruber,,"{postalCode: '1010',street: 'Rotenturmstraße 4, 1010 Innere Stadt',city: 'Vienne',country: 'Austria'}",{'phone': '+43 01 5134505'},astrid.gruber@apple.at,5,Johnson,78
7,Astrid,Gruber,,"{postalCode: '1010',street: 'Rotenturmstraße 4, 1010 Innere Stadt',city: 'Vienne',country: 'Austria'}",{'phone': '+43 01 5134505'},astrid.gruber@apple.at,5,Johnson,89
7,Astrid,Gruber,,"{postalCode: '1010',street: 'Rotenturmstraße 4, 1010 Innere Stadt',city: 'Vienne',country: 'Austria'}",{'phone': '+43 01 5134505'},astrid.gruber@apple.at,5,Johnson,144
7,Astrid,Gruber,,"{postalCode: '1010',street: 'Rotenturmstraße 4, 1010 Innere Stadt',city: 'Vienne',country: 'Austria'}",{'phone': '+43 01 5134505'},astrid.gruber@apple.at,5,Johnson,273
7,Astrid,Gruber,,"{postalCode: '1010',street: 'Rotenturmstraße 4, 1010 Innere Stadt',city: 'Vienne',country: 'Austria'}",{'phone': '+43 01 5134505'},astrid.gruber@apple.at,5,Johnson,296
7,Astrid,Gruber,,"{postalCode: '1010',street: 'Rotenturmstraße 4, 1010 Innere Stadt',city: 'Vienne',country: 'Austria'}",{'phone': '+43 01 5134505'},astrid.gruber@apple.at,5,Johnson,318
7,Astrid,Gruber,,"{postalCode: '1010',street: 'Rotenturmstraße 4, 1010 Innere Stadt',city: 'Vienne',country: 'Austria'}",{'phone': '+43 01 5134505'},astrid.gruber@apple.at,5,Johnson,370
8,Daan,Peeters,,"{postalCode: '1000',street: 'Grétrystraat 63',city: 'Brussels',country: 'Belgium'}",{'phone': '+32 02 219 03 03'},daan_peeters@apple.be,4,Park,3
8,Daan,Peeters,,"{postalCode: '1000',street: 'Grétrystraat 63',city: 'Brussels',country: 'Belgium'}",{'phone': '+32 02 219 03 03'},daan_peeters@apple.be,4,Park,55
8,Daan,Peeters,,"{postalCode: '1000',street: 'Grétrystraat 63',city: 'Brussels',country: 'Belgium'}",{'phone': '+32 02 219 03 03'},daan_peeters@apple.be,4,Park,176
8,Daan,Peeters,,"{postalCode: '1000',street: 'Grétrystraat 63',city: 'Brussels',country: 'Belgium'}",{'phone': '+32 02 219 03 03'},daan_peeters@apple.be,4,Park,187
8,Daan,Peeters,,"{postalCode: '1000',street: 'Grétrystraat 63',city: 'Brussels',country: 'Belgium'}",{'phone': '+32 02 219 03 03'},daan_peeters@apple.be,4,Park,242
8,Daan,Peeters,,"{postalCode: '1000',street: 'Grétrystraat 63',city: 'Brussels',country: 'Belgium'}",{'phone': '+32 02 219 03 03'},daan_peeters@apple.be,4,Park,371
8,Daan,Peeters,,"{postalCode: '1000',street: 'Grétrystraat 63',city: 'Brussels',country: 'Belgium'}",{'phone': '+32 02 219 03 03'},daan_peeters@apple.be,4,Park,394
9,Kara,Nielsen,,"{postalCode: '1720',street: 'Sønder Boulevard 51',city: 'Copenhagen',country: 'Denmark'}",{'phone': '+453 3331 9991'},kara.nielsen@jubii.dk,4,Park,56
9,Kara,Nielsen,,"{postalCode: '1720',street: 'Sønder Boulevard 51',city: 'Copenhagen',country: 'Denmark'}",{'phone': '+453 3331 9991'},kara.nielsen@jubii.dk,4,Park,79
9,Kara,Nielsen,,"{postalCode: '1720',street: 'Sønder Boulevard 51',city: 'Copenhagen',country: 'Denmark'}",{'phone': '+453 3331 9991'},kara.nielsen@jubii.dk,4,Park,101
9,Kara,Nielsen,,"{postalCode: '1720',street: 'Sønder Boulevard 51',city: 'Copenhagen',country: 'Denmark'}",{'phone': '+453 3331 9991'},kara.nielsen@jubii.dk,4,Park,153
9,Kara,Nielsen,,"{postalCode: '1720',street: 'Sønder Boulevard 51',city: 'Copenhagen',country: 'Denmark'}",{'phone': '+453 3331 9991'},kara.nielsen@jubii.dk,4,Park,274
9,Kara,Nielsen,,"{postalCode: '1720',street: 'Sønder Boulevard 51',city: 'Copenhagen',country: 'Denmark'}",{'phone': '+453 3331 9991'},kara.nielsen@jubii.dk,4,Park,285
9,Kara,Nielsen,,"{postalCode: '1720',street: 'Sønder Boulevard 51',city: 'Copenhagen',country: 'Denmark'}",{'phone': '+453 3331 9991'},kara.nielsen@jubii.dk,4,Park,340
10,Eduardo,Martins,Woodstock Discos,"{state: 'SP',postalCode: '01007-010',street: 'Rua Dr. Falcão Filho, 155',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3033-5446','fax' : '+55 (11) 3033-4564'}",eduardo@woodstock.com.br,4,Park,25
10,Eduardo,Martins,Woodstock Discos,"{state: 'SP',postalCode: '01007-010',street: 'Rua Dr. Falcão Filho, 155',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3033-5446','fax' : '+55 (11) 3033-4564'}",eduardo@woodstock.com.br,4,Park,154
10,Eduardo,Martins,Woodstock Discos,"{state: 'SP',postalCode: '01007-010',street: 'Rua Dr. Falcão Filho, 155',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3033-5446','fax' : '+55 (11) 3033-4564'}",eduardo@woodstock.com.br,4,Park,177
10,Eduardo,Martins,Woodstock Discos,"{state: 'SP',postalCode: '01007-010',street: 'Rua Dr. Falcão Filho, 155',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3033-5446','fax' : '+55 (11) 3033-4564'}",eduardo@woodstock.com.br,4,Park,199
10,Eduardo,Martins,Woodstock Discos,"{state: 'SP',postalCode: '01007-010',street: 'Rua Dr. Falcão Filho, 155',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3033-5446','fax' : '+55 (11) 3033-4564'}",eduardo@woodstock.com.br,4,Park,251
10,Eduardo,Martins,Woodstock Discos,"{state: 'SP',postalCode: '01007-010',street: 'Rua Dr. Falcão Filho, 155',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3033-5446','fax' : '+55 (11) 3033-4564'}",eduardo@woodstock.com.br,4,Park,372
10,Eduardo,Martins,Woodstock Discos,"{state: 'SP',postalCode: '01007-010',street: 'Rua Dr. Falcão Filho, 155',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3033-5446','fax' : '+55 (11) 3033-4564'}",eduardo@woodstock.com.br,4,Park,383
11,Alexandre,Rocha,Banco do Brasil S.A.,"{state: 'SP',postalCode: '01310-200',street: 'Av. Paulista, 2022',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3055-3278','fax' : '+55 (11) 3055-8131'}",alero@uol.com.br,5,Johnson,57
11,Alexandre,Rocha,Banco do Brasil S.A.,"{state: 'SP',postalCode: '01310-200',street: 'Av. Paulista, 2022',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3055-3278','fax' : '+55 (11) 3055-8131'}",alero@uol.com.br,5,Johnson,68
11,Alexandre,Rocha,Banco do Brasil S.A.,"{state: 'SP',postalCode: '01310-200',street: 'Av. Paulista, 2022',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3055-3278','fax' : '+55 (11) 3055-8131'}",alero@uol.com.br,5,Johnson,123
11,Alexandre,Rocha,Banco do Brasil S.A.,"{state: 'SP',postalCode: '01310-200',street: 'Av. Paulista, 2022',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3055-3278','fax' : '+55 (11) 3055-8131'}",alero@uol.com.br,5,Johnson,252
11,Alexandre,Rocha,Banco do Brasil S.A.,"{state: 'SP',postalCode: '01310-200',street: 'Av. Paulista, 2022',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3055-3278','fax' : '+55 (11) 3055-8131'}",alero@uol.com.br,5,Johnson,275
11,Alexandre,Rocha,Banco do Brasil S.A.,"{state: 'SP',postalCode: '01310-200',street: 'Av. Paulista, 2022',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3055-3278','fax' : '+55 (11) 3055-8131'}",alero@uol.com.br,5,Johnson,297
11,Alexandre,Rocha,Banco do Brasil S.A.,"{state: 'SP',postalCode: '01310-200',street: 'Av. Paulista, 2022',city: 'São Paulo',country: 'Brazil'}","{'phone': '+55 (11) 3055-3278','fax' : '+55 (11) 3055-8131'}",alero@uol.com.br,5,Johnson,349
12,Roberto,Almeida,Riotur,"{state: 'RJ',postalCode: '20040-020',street: 'Praça Pio X, 119',city: 'Rio de Janeiro',country: 'Brazil'}","{'phone': '+55 (21) 2271-7000','fax' : '+55 (21) 2271-7070'}",roberto.almeida@riotur.gov.br,3,Peacock,34
12,Roberto,Almeida,Riotur,"{state: 'RJ',postalCode: '20040-020',street: 'Praça Pio X, 119',city: 'Rio de Janeiro',country: 'Brazil'}","{'phone': '+55 (21) 2271-7000','fax' : '+55 (21) 2271-7070'}",roberto.almeida@riotur.gov.br,3,Peacock,155
12,Roberto,Almeida,Riotur,"{state: 'RJ',postalCode: '20040-020',street: 'Praça Pio X, 119',city: 'Rio de Janeiro',country: 'Brazil'}","{'phone': '+55 (21) 2271-7000','fax' : '+55 (21) 2271-7070'}",roberto.almeida@riotur.gov.br,3,Peacock,166
12,Roberto,Almeida,Riotur,"{state: 'RJ',postalCode: '20040-020',street: 'Praça Pio X, 119',city: 'Rio de Janeiro',country: 'Brazil'}","{'phone': '+55 (21) 2271-7000','fax' : '+55 (21) 2271-7070'}",roberto.almeida@riotur.gov.br,3,Peacock,221
12,Roberto,Almeida,Riotur,"{state: 'RJ',postalCode: '20040-020',street: 'Praça Pio X, 119',city: 'Rio de Janeiro',country: 'Brazil'}","{'phone': '+55 (21) 2271-7000','fax' : '+55 (21) 2271-7070'}",roberto.almeida@riotur.gov.br,3,Peacock,350
12,Roberto,Almeida,Riotur,"{state: 'RJ',postalCode: '20040-020',street: 'Praça Pio X, 119',city: 'Rio de Janeiro',country: 'Brazil'}","{'phone': '+55 (21) 2271-7000','fax' : '+55 (21) 2271-7070'}",roberto.almeida@riotur.gov.br,3,Peacock,373
12,Roberto,Almeida,Riotur,"{state: 'RJ',postalCode: '20040-020',street: 'Praça Pio X, 119',city: 'Rio de Janeiro',country: 'Brazil'}","{'phone': '+55 (21) 2271-7000','fax' : '+55 (21) 2271-7070'}",roberto.almeida@riotur.gov.br,3,Peacock,395
13,Fernanda,Ramos,,"{state: 'DF',postalCode: '71020-677',street: 'Qe 7 Bloco G',city: 'Brasília',country: 'Brazil'}","{'phone': '+55 (61) 3363-5547','fax' : '+55 (61) 3363-7855'}",fernadaramos4@uol.com.br,4,Park,35
13,Fernanda,Ramos,,"{state: 'DF',postalCode: '71020-677',street: 'Qe 7 Bloco G',city: 'Brasília',country: 'Brazil'}","{'phone': '+55 (61) 3363-5547','fax' : '+55 (61) 3363-7855'}",fernadaramos4@uol.com.br,4,Park,58
13,Fernanda,Ramos,,"{state: 'DF',postalCode: '71020-677',street: 'Qe 7 Bloco G',city: 'Brasília',country: 'Brazil'}","{'phone': '+55 (61) 3363-5547','fax' : '+55 (61) 3363-7855'}",fernadaramos4@uol.com.br,4,Park,80
13,Fernanda,Ramos,,"{state: 'DF',postalCode: '71020-677',street: 'Qe 7 Bloco G',city: 'Brasília',country: 'Brazil'}","{'phone': '+55 (61) 3363-5547','fax' : '+55 (61) 3363-7855'}",fernadaramos4@uol.com.br,4,Park,132
13,Fernanda,Ramos,,"{state: 'DF',postalCode: '71020-677',street: 'Qe 7 Bloco G',city: 'Brasília',country: 'Brazil'}","{'phone': '+55 (61) 3363-5547','fax' : '+55 (61) 3363-7855'}",fernadaramos4@uol.com.br,4,Park,253
13,Fernanda,Ramos,,"{state: 'DF',postalCode: '71020-677',street: 'Qe 7 Bloco G',city: 'Brasília',country: 'Brazil'}","{'phone': '+55 (61) 3363-5547','fax' : '+55 (61) 3363-7855'}",fernadaramos4@uol.com.br,4,Park,264
13,Fernanda,Ramos,,"{state: 'DF',postalCode: '71020-677',street: 'Qe 7 Bloco G',city: 'Brasília',country: 'Brazil'}","{'phone': '+55 (61) 3363-5547','fax' : '+55 (61) 3363-7855'}",fernadaramos4@uol.com.br,4,Park,319
14,Mark,Philips,Telus,"{state: 'AB',postalCode: 'T6G 2C7',street: '8210 111 ST NW',city: 'Edmonton',country: 'Canada'}","{'phone': '+1 (780) 434-4554','fax' : '+1 (780) 434-5565'}",mphilips12@shaw.ca,5,Johnson,4
14,Mark,Philips,Telus,"{state: 'AB',postalCode: 'T6G 2C7',street: '8210 111 ST NW',city: 'Edmonton',country: 'Canada'}","{'phone': '+1 (780) 434-4554','fax' : '+1 (780) 434-5565'}",mphilips12@shaw.ca,5,Johnson,133
14,Mark,Philips,Telus,"{state: 'AB',postalCode: 'T6G 2C7',street: '8210 111 ST NW',city: 'Edmonton',country: 'Canada'}","{'phone': '+1 (780) 434-4554','fax' : '+1 (780) 434-5565'}",mphilips12@shaw.ca,5,Johnson,156
14,Mark,Philips,Telus,"{state: 'AB',postalCode: 'T6G 2C7',street: '8210 111 ST NW',city: 'Edmonton',country: 'Canada'}","{'phone': '+1 (780) 434-4554','fax' : '+1 (780) 434-5565'}",mphilips12@shaw.ca,5,Johnson,178
14,Mark,Philips,Telus,"{state: 'AB',postalCode: 'T6G 2C7',street: '8210 111 ST NW',city: 'Edmonton',country: 'Canada'}","{'phone': '+1 (780) 434-4554','fax' : '+1 (780) 434-5565'}",mphilips12@shaw.ca,5,Johnson,230
14,Mark,Philips,Telus,"{state: 'AB',postalCode: 'T6G 2C7',street: '8210 111 ST NW',city: 'Edmonton',country: 'Canada'}","{'phone': '+1 (780) 434-4554','fax' : '+1 (780) 434-5565'}",mphilips12@shaw.ca,5,Johnson,351
14,Mark,Philips,Telus,"{state: 'AB',postalCode: 'T6G 2C7',street: '8210 111 ST NW',city: 'Edmonton',country: 'Canada'}","{'phone': '+1 (780) 434-4554','fax' : '+1 (780) 434-5565'}",mphilips12@shaw.ca,5,Johnson,362
15,Jennifer,Peterson,Rogers Canada,"{state: 'BC',postalCode: 'V6C 1G8',street: '700 W Pender Street',city: 'Vancouver',country: 'Canada'}","{'phone': '+1 (604) 688-2255','fax' : '+1 (604) 688-8756'}",jenniferp@rogers.ca,3,Peacock,36
15,Jennifer,Peterson,Rogers Canada,"{state: 'BC',postalCode: 'V6C 1G8',street: '700 W Pender Street',city: 'Vancouver',country: 'Canada'}","{'phone': '+1 (604) 688-2255','fax' : '+1 (604) 688-8756'}",jenniferp@rogers.ca,3,Peacock,47
15,Jennifer,Peterson,Rogers Canada,"{state: 'BC',postalCode: 'V6C 1G8',street: '700 W Pender Street',city: 'Vancouver',country: 'Canada'}","{'phone': '+1 (604) 688-2255','fax' : '+1 (604) 688-8756'}",jenniferp@rogers.ca,3,Peacock,102
15,Jennifer,Peterson,Rogers Canada,"{state: 'BC',postalCode: 'V6C 1G8',street: '700 W Pender Street',city: 'Vancouver',country: 'Canada'}","{'phone': '+1 (604) 688-2255','fax' : '+1 (604) 688-8756'}",jenniferp@rogers.ca,3,Peacock,231
15,Jennifer,Peterson,Rogers Canada,"{state: 'BC',postalCode: 'V6C 1G8',street: '700 W Pender Street',city: 'Vancouver',country: 'Canada'}","{'phone': '+1 (604) 688-2255','fax' : '+1 (604) 688-8756'}",jenniferp@rogers.ca,3,Peacock,254
15,Jennifer,Peterson,Rogers Canada,"{state: 'BC',postalCode: 'V6C 1G8',street: '700 W Pender Street',city: 'Vancouver',country: 'Canada'}","{'phone': '+1 (604) 688-2255','fax' : '+1 (604) 688-8756'}",jenniferp@rogers.ca,3,Peacock,276
15,Jennifer,Peterson,Rogers Canada,"{state: 'BC',postalCode: 'V6C 1G8',street: '700 W Pender Street',city: 'Vancouver',country: 'Canada'}","{'phone': '+1 (604) 688-2255','fax' : '+1 (604) 688-8756'}",jenniferp@rogers.ca,3,Peacock,328
16,Frank,Harris,Google Inc.,"{state: 'CA',postalCode: '94043-1351',street: '1600 Amphitheatre Parkway',city: 'Mountain View',country: 'USA'}","{'phone': '+1 (650) 253-0000','fax' : '+1 (650) 253-0000'}",fharris@google.com,4,Park,13
16,Frank,Harris,Google Inc.,"{state: 'CA',postalCode: '94043-1351',street: '1600 Amphitheatre Parkway',city: 'Mountain View',country: 'USA'}","{'phone': '+1 (650) 253-0000','fax' : '+1 (650) 253-0000'}",fharris@google.com,4,Park,134
16,Frank,Harris,Google Inc.,"{state: 'CA',postalCode: '94043-1351',street: '1600 Amphitheatre Parkway',city: 'Mountain View',country: 'USA'}","{'phone': '+1 (650) 253-0000','fax' : '+1 (650) 253-0000'}",fharris@google.com,4,Park,145
16,Frank,Harris,Google Inc.,"{state: 'CA',postalCode: '94043-1351',street: '1600 Amphitheatre Parkway',city: 'Mountain View',country: 'USA'}","{'phone': '+1 (650) 253-0000','fax' : '+1 (650) 253-0000'}",fharris@google.com,4,Park,200
16,Frank,Harris,Google Inc.,"{state: 'CA',postalCode: '94043-1351',street: '1600 Amphitheatre Parkway',city: 'Mountain View',country: 'USA'}","{'phone': '+1 (650) 253-0000','fax' : '+1 (650) 253-0000'}",fharris@google.com,4,Park,329
16,Frank,Harris,Google Inc.,"{state: 'CA',postalCode: '94043-1351',street: '1600 Amphitheatre Parkway',city: 'Mountain View',country: 'USA'}","{'phone': '+1 (650) 253-0000','fax' : '+1 (650) 253-0000'}",fharris@google.com,4,Park,352
16,Frank,Harris,Google Inc.,"{state: 'CA',postalCode: '94043-1351',street: '1600 Amphitheatre Parkway',city: 'Mountain View',country: 'USA'}","{'phone': '+1 (650) 253-0000','fax' : '+1 (650) 253-0000'}",fharris@google.com,4,Park,374
17,Jack,Smith,Microsoft Corporation,"{state: 'WA',postalCode: '98052-8300',street: '1 Microsoft Way',city: 'Redmond',country: 'USA'}","{'phone': '+1 (425) 882-8080','fax' : '+1 (425) 882-8081'}",jacksmith@microsoft.com,5,Johnson,14
